step,accuracy,loss
0,0.107421875,3.2993364334106445
2,0.11328125,4.209805965423584
3,0.1139322891831398,3.8162314891815186
4,0.1171875,3.520420551300049
5,0.12031249701976776,3.317220687866211
6,0.1271158903837204,3.1615943908691406
7,0.1350446492433548,3.0435025691986084
8,0.1429443359375,2.9374523162841797
9,0.1478949636220932,2.8564162254333496
10,0.15400390326976776,2.78603196144104
11,0.1570490002632141,2.7319703102111816
