step,accuracy,loss
0,0.103515625,3.238065719604492
2,0.09375,3.0388994216918945
3,0.1015625,2.9918031692504883
4,0.1123046875,2.9400761127471924
5,0.11484374850988388,2.870915651321411
6,0.1204427108168602,2.8134400844573975
7,0.1229073628783226,2.7627952098846436
8,0.1263427734375,2.722142457962036
9,0.1270616352558136,2.687782049179077
10,0.12939453125,2.65518856048584
11,0.13290128111839294,2.627544403076172
